F01_1_1#air|air|air
F04_1_1#he_slowly_takes_a_short_walk_in_the_open_air_each_day|he slowly takes a short walk in the open air each day|he slowly takes a short walk in the open air each day
F04_1_1#horn|horn|horn
F04_1_1#if_you_destroy_confidence_in_banks_you_do_something_to_the_economy_he_said|if you destroy confidence in banks you do something to the economy he said|if you destroy confidence in banks you do something to the economy he said
F04_1_1#inputimageskitchenjpg|inputimageskitchenjpg|inputimageskitchenjpg
F04_1_1#inputimagesstory_starters_15jpg|inputimagesstory starters 15jpg|inputimagesstory starters 15jpg
F04_1_1#inputimagesstory_starters_17jpg|inputimagesstory starters 17jpg|inputimagesstory starters 17jpg
F04_1_1#i_just_try_to_do_my_best|i just try to do my best|i just try to do my best
F04_1_1#jacket|jacket|jacket
F04_1_1#jagged|jagged|jagged
F04_1_1#just_one_side_got_wet|just one side got wet|just one side got wet
F04_1_1#knee|knee|knee
F04_1_1#knew|knew|knew
F04_1_1#knot|knot|knot
F04_1_1#know|know|know
F04_1_1#left|left|left
F04_1_1#light|light|light
F04_1_1#meat|meat|meat
F04_1_1#mother_sews_yellow_gingham_aprons|mother sews yellow gingham aprons|mother sews yellow gingham aprons
F04_1_1#much|much|much
F04_1_1#mut|mut|mut
F04_1_1#my_sister_made_the_flowered_curtains|my sister made the flowered curtains|my sister made the flowered curtains
F04_1_1#near|near|near
F04_1_1#no|no|no
F04_1_1#of|of|of
F04_1_1#one|one|one
F04_1_1#park|park|park
F04_1_1#pat|pat|pat
F04_1_1#pay|pay|pay
F04_1_1#pile|pile|pile
F04_1_1#pot|pot|pot
F04_1_1#race|race|race
F04_1_1#rage|rage|rage
F04_1_1#raid|raid|raid
F04_1_1#rain|rain|rain
F04_1_1#rake|rake|rake
F04_1_1#range|range|range
F04_1_1#rate|rate|rate
F04_1_1#rave|rave|rave
F04_1_1#right|right|right
F04_1_1#rock|rock|rock
F04_1_1#root|root|root
F04_1_1#say_ah-p-eee_repeatedly|say ah-p-eee repeatedly|say ah-p-eee repeatedly
F04_1_1#say_ah_for_5_seconds|say ah for 5 seconds|say ah for 5 seconds
F04_1_1#say_eee-p-ah_repeatedly|say eee-p-ah repeatedly|say eee-p-ah repeatedly
F04_1_1#say_eee_in_a_very_high_pitch|say eee in a very high pitch|say eee in a very high pitch
F04_1_1#say_oa_as_in_coat_in_a_very_low_pitch|say oa as in coat in a very low pitch|say oa as in coat in a very low pitch
F04_1_1#say_pah-tah-kah_repeatedly|say pah-tah-kah repeatedly|say pah-tah-kah repeatedly
F04_1_1#select|select|select
F04_1_1#share|share|share
F04_1_1#sheet|sheet|sheet
F04_1_1#she_had_your_dark_suit_in_greasy_wash_water_all_year|she had your dark suit in greasy wash water all year|she had your dark suit in greasy wash water all year
F04_1_1#ship|ship|ship
F04_1_1#single|single|single
F04_1_1#sip|sip|sip
F04_1_1#sleep|sleep|sleep
F04_1_1#slip|slip|slip
F04_1_1#spark|spark|spark
F04_1_1#steer|steer|steer
F04_1_1#sticks|sticks|sticks
F04_1_1#store|store|store
F04_1_1#storm|storm|storm
F04_1_1#stubble|stubble|stubble
F04_1_1#suit|suit|suit
F04_1_1#swarm|swarm|swarm
F04_1_1#sway|sway|sway
F04_1_1#sweet|sweet|sweet
F04_1_1#swore|swore|swore
F04_1_1#the|the|the
F04_1_1#the_islands_are_sparsely_populated|the islands are sparsely populated|the islands are sparsely populated
F04_1_1#the_quick_brown_fox_jumps_over_the_lazy_dog|the quick brown fox jumps over the lazy dog|the quick brown fox jumps over the lazy dog
F04_1_1#the_train_approached_the_depot_slowly|the train approached the depot slowly|the train approached the depot slowly
F04_1_1#thigh|thigh|thigh
F04_1_1#three|three|three
F04_1_1#tile|tile|tile
F04_1_1#tip|tip|tip
F04_1_1#toot|toot|toot
F04_1_1#torn|torn|torn
F04_1_1#trace|trace|trace
F04_1_1#trade|trade|trade
F04_1_1#train|train|train
F04_1_1#trait|trait|trait
F04_1_1#troop|troop|troop
F04_1_1#two|two|two
F04_1_1#two_other_cases_also_were_under_advisement_|two other cases also were under advisement |two other cases also were under advisement 
F04_1_1#up|up|up
F04_1_1#usually_minus_several_buttons;_|usually minus several buttons; |usually minus several buttons; 
F04_1_1#warm|warm|warm
F04_1_1#weed|weed|weed
F04_1_1#well_he_is_nearly_ninety-three_years_old;_|well he is nearly ninety-three years old; |well he is nearly ninety-three years old; 
F04_1_1#were|were|were
F04_1_1#we_have_often_urged_him_to_walk_more_and_smoke_less_|we have often urged him to walk more and smoke less |we have often urged him to walk more and smoke less 
F04_1_1#when_he_speaks_his_voice_is_just_a_bit_cracked_and_quivers_a_trifle|when he speaks his voice is just a bit cracked and quivers a trifle|when he speaks his voice is just a bit cracked and quivers a trifle
F04_1_1#where_were_you_while_we_were_away_|where were you while we were away |where were you while we were away 
F04_1_1#white|white|white
F04_1_1#whoop|whoop|whoop
F04_1_1#why_yell_or_worry_over_silly_items_|why yell or worry over silly items |why yell or worry over silly items 
F04_1_1#wish|wish|wish
F04_1_1#write|write|write
F04_1_1#yes|yes|yes
F04_1_1#yet_he_still_thinks_as_swiftly_as_ever|yet he still thinks as swiftly as ever|yet he still thinks as swiftly as ever
F04_1_1#youd_be_better_off_taking_a_cold_shower|youd be better off taking a cold shower|youd be better off taking a cold shower
F04_1_1#youre_used_to_being_on_the_field|youre used to being on the field|youre used to being on the field
F04_1_1#you_wished_to_know_all_about_my_grandfather|you wished to know all about my grandfather|you wished to know all about my grandfather
F04_1_10#air|air|air
F04_1_10#car|car|car
F04_1_10#coupe|coupe|coupe
F04_1_10#stick|stick|stick
F04_1_10#trouble|trouble|trouble
F04_1_10#twice_each_day_he_plays_skillfully_and_with_zest_upon_our_small_organ|twice each day he plays skillfully and with zest upon our small organ|twice each day he plays skillfully and with zest upon our small organ
F04_1_2#air|air|air
F04_1_2#ate|ate|ate
F04_1_2#bad|bad|bad
F04_1_2#bat|bat|bat
F04_1_2#beat|beat|beat
F04_1_2#beta|beta|beta
F04_1_2#chair|chair|chair
F04_1_2#except_in_the_winter_when_the_ooze_or_snow_or_ice_prevents|except in the winter when the ooze or snow or ice prevents|except in the winter when the ooze or snow or ice prevents
F04_1_2#feed|feed|feed
F04_1_2#feet|feet|feet
F04_1_2#knew|knew|knew
F04_1_2#know|know|know
F04_1_2#no|no|no
F04_1_2#pat|pat|pat
F04_1_2#say_ah_for_5_seconds|say ah for 5 seconds|say ah for 5 seconds
F04_1_2#sip|sip|sip
F04_1_2#slip|slip|slip
F04_1_2#storm|storm|storm
F04_1_2#swarm|swarm|swarm
F04_1_2#two|two|two
F04_1_2#warm|warm|warm
F04_1_2#were|were|were
F04_1_2#whoop|whoop|whoop
F04_1_2#youd_be_better_off_taking_a_cold_shower|youd be better off taking a cold shower|youd be better off taking a cold shower
F04_1_3#chair|chair|chair
F04_1_3#knew|knew|knew
F04_1_3#sip|sip|sip
F04_1_3#slip|slip|slip
F04_1_4#slip|slip|slip
F04_2_1#alfalfa_is_healthy_for_you|alfalfa is healthy for you|alfalfa is healthy for you
F04_2_1#alimony_harms_a_divorced_mans_wealth|alimony harms a divorced mans wealth|alimony harms a divorced mans wealth
F04_2_1#all_the_big_baseball_players_get_traded|all the big baseball players get traded|all the big baseball players get traded
F04_2_1#although_always_alone_we_survive|although always alone we survive|although always alone we survive
F04_2_1#aluminum_silverware_can_often_be_flimsy|aluminum silverware can often be flimsy|aluminum silverware can often be flimsy
F04_2_1#and|and|and
F04_2_1#are_your_grades_higher_or_lower_than_nancys_|are your grades higher or lower than nancys |are your grades higher or lower than nancys 
F04_2_1#at|at|at
F04_2_1#a_good_attitude_is_unbeatable|a good attitude is unbeatable|a good attitude is unbeatable
F04_2_1#a_roll_of_wire_lay_near_the_wall|a roll of wire lay near the wall|a roll of wire lay near the wall
F04_2_1#back|back|back
F04_2_1#barn|barn|barn
F04_2_1#bear|bear|bear
F04_2_1#before_thursdays_exam_review_every_formula|before thursdays exam review every formula|before thursdays exam review every formula
F04_2_1#bit|bit|bit
F04_2_1#bite|bite|bite
F04_2_1#bitten|bitten|bitten
F04_2_1#bitter|bitter|bitter
F04_2_1#bloat|bloat|bloat
F04_2_1#blow|blow|blow
F04_2_1#boot|boot|boot
F04_2_1#both_injuries_were_to_the_same_leg|both injuries were to the same leg|both injuries were to the same leg
F04_2_1#bran|bran|bran
F04_2_1#brawn|brawn|brawn
F04_2_1#briar|briar|briar
F04_2_1#brought|brought|brought
F04_2_1#cake|cake|cake
F04_2_1#carl_lives_in_a_lively_home_|carl lives in a lively home |carl lives in a lively home 
F04_2_1#carl_lives_in_a_lovely_home|carl lives in a lovely home|carl lives in a lovely home
F04_2_1#cart|cart|cart
F04_2_1#chop|chop|chop
F04_2_1#city|city|city
F04_2_1#cycle|cycle|cycle
F04_2_1#dark|dark|dark
F04_2_1#darn|darn|darn
F04_2_1#dart|dart|dart
F04_2_1#day_after_day_some_new_episode_is_reported|day after day some new episode is reported|day after day some new episode is reported
F04_2_1#delta|delta|delta
F04_2_1#did_dad_do_academic_bidding|did dad do academic bidding|did dad do academic bidding
F04_2_1#dot|dot|dot
F04_2_1#dread|dread|dread
F04_2_1#each_one_volunteered_to_jump_first|each one volunteered to jump first|each one volunteered to jump first
F04_2_1#echo|echo|echo
F04_2_1#eight|eight|eight
F04_2_1#error|error|error
F04_2_1#everything_went_real_smooth_the_sheriff_said_|everything went real smooth the sheriff said |everything went real smooth the sheriff said 
F04_2_1#explore|explore|explore
F04_2_1#fat|fat|fat
F04_2_1#fear|fear|fear
F04_2_1#fill|fill|fill
F04_2_1#fitting|fitting|fitting
F04_2_1#five|five|five
F04_2_1#floor|floor|floor
F04_2_1#four|four|four
F04_2_1#foxtrot|foxtrot|foxtrot
F04_2_1#fruit|fruit|fruit
F04_2_1#galore|galore|galore
F04_2_1#gnaw|gnaw|gnaw
F04_2_1#golf|golf|golf
F04_2_1#ham|ham|ham
F04_2_1#hark|hark|hark
F04_2_1#harm|harm|harm
F04_2_1#harp|harp|harp
F04_2_1#hat|hat|hat
F04_2_1#heart|heart|heart
F04_2_1#hem|hem|hem
F04_2_1#he_further_proposed_grants_of_an_unspecified_sum_for_experimental_hospitals|he further proposed grants of an unspecified sum for experimental hospitals|he further proposed grants of an unspecified sum for experimental hospitals
F04_2_1#he_is_definitely_a_notch_above_us|he is definitely a notch above us|he is definitely a notch above us
F04_2_1#he_really_crucified_him;_he_nailed_it_for_a_yard_loss|he really crucified him; he nailed it for a yard loss|he really crucified him; he nailed it for a yard loss
F04_2_1#he_wrapped_the_package_hastily|he wrapped the package hastily|he wrapped the package hastily
F04_2_1#hill|hill|hill
F04_2_1#him|him|him
F04_2_1#hitting|hitting|hitting
F04_2_1#hotel|hotel|hotel
F04_2_1#hum|hum|hum
F04_2_1#if_you_are_losing_water_replace_it_immediately|if you are losing water replace it immediately|if you are losing water replace it immediately
F04_2_1#im_willing_to_experiment_for_the_first_time|im willing to experiment for the first time|im willing to experiment for the first time
F04_2_1#inputimagesstory_starters_22jpg|inputimagesstory starters 22jpg|inputimagesstory starters 22jpg
F04_2_1#it_also_provides_for_funds_to_clear_slums_and_help_colleges_build_dormitories|it also provides for funds to clear slums and help colleges build dormitories|it also provides for funds to clear slums and help colleges build dormitories
F04_2_1#it_eventually_became_a_rather_proud_claim|it eventually became a rather proud claim|it eventually became a rather proud claim
F04_2_1#it_was_a_good_win_for_us|it was a good win for us|it was a good win for us
F04_2_1#i_expect_well_bounce_back_this_week|i expect well bounce back this week|i expect well bounce back this week
F04_2_1#i_feel_i_can_play_this_weekend|i feel i can play this weekend|i feel i can play this weekend
F04_2_1#i_have_had_my_bell_rung|i have had my bell rung|i have had my bell rung
F04_2_1#i_looked_up_and_noticed_two_old_men|i looked up and noticed two old men|i looked up and noticed two old men
F04_2_1#i_scrubbed_the_floors_thoroughly|i scrubbed the floors thoroughly|i scrubbed the floors thoroughly
F04_2_1#i_tried_to_tell_people_in_the_community|i tried to tell people in the community|i tried to tell people in the community
F04_2_1#i_was_conscious_all_the_time|i was conscious all the time|i was conscious all the time
F04_2_1#jane_may_earn_more_money_by_working_hard_|jane may earn more money by working hard |jane may earn more money by working hard 
F04_2_1#juliet|juliet|juliet
F04_2_1#jungle|jungle|jungle
F04_2_1#kilo|kilo|kilo
F04_2_1#kitten|kitten|kitten
F04_2_1#knitting|knitting|knitting
F04_2_1#knot|knot|knot
F04_2_1#lair|lair|lair
F04_2_1#league|league|league
F04_2_1#leak|leak|leak
F04_2_1#lick|lick|lick
F04_2_1#lima|lima|lima
F04_2_1#lip|lip|lip
F04_2_1#lock|lock|lock
F04_2_1#loop|loop|loop
F04_2_1#loyal|loyal|loyal
F04_2_1#menu|menu|menu
F04_2_1#mere|mere|mere
F04_2_1#mike|mike|mike
F04_2_1#mitten|mitten|mitten
F04_2_1#much|much|much
F04_2_1#mush|mush|mush
F04_2_1#nest|nest|nest
F04_2_1#night_after_night_they_received_annoying_phone_calls|night after night they received annoying phone calls|night after night they received annoying phone calls
F04_2_1#nine|nine|nine
F04_2_1#no|no|no
F04_2_1#nothing_has_been_done_yet_to_take_advantage_of_the_enabling_legislation|nothing has been done yet to take advantage of the enabling legislation|nothing has been done yet to take advantage of the enabling legislation
F04_2_1#nothing_is_as_offensive_as_innocence_|nothing is as offensive as innocence |nothing is as offensive as innocence 
F04_2_1#november|november|november
F04_2_1#nut|nut|nut
F04_2_1#one_validated_acts_of_school_districts_|one validated acts of school districts |one validated acts of school districts 
F04_2_1#oscar|oscar|oscar
F04_2_1#pad|pad|pad
F04_2_1#papa|papa|papa
F04_2_1#park|park|park
F04_2_1#part|part|part
F04_2_1#peer|peer|peer
F04_2_1#people_who_value_themselves_are_lifes_winners|people who value themselves are lifes winners|people who value themselves are lifes winners
F04_2_1#pit|pit|pit
F04_2_1#pitting|pitting|pitting
F04_2_1#play|play|play
F04_2_1#please_open_the_window_quickly|please open the window quickly|please open the window quickly
F04_2_1#pretty|pretty|pretty
F04_2_1#prior|prior|prior
F04_2_1#quebec|quebec|quebec
F04_2_1#reek|reek|reek
F04_2_1#rich|rich|rich
F04_2_1#right|right|right
F04_2_1#rocks|rocks|rocks
F04_2_1#sand|sand|sand
F04_2_1#seed|seed|seed
F04_2_1#seeds|seeds|seeds
F04_2_1#sell|sell|sell
F04_2_1#sergeant|sergeant|sergeant
F04_2_1#seven|seven|seven
F04_2_1#sheet|sheet|sheet
F04_2_1#shell|shell|shell
F04_2_1#she_is_thinner_than_i_am_|she is thinner than i am |she is thinner than i am 
F04_2_1#she_wore_warm_fleecy_woolen_overalls|she wore warm fleecy woolen overalls|she wore warm fleecy woolen overalls
F04_2_1#shoot|shoot|shoot
F04_2_1#shy|shy|shy
F04_2_1#side|side|side
F04_2_1#sigh|sigh|sigh
F04_2_1#sign|sign|sign
F04_2_1#sin|sin|sin
F04_2_1#sip|sip|sip
F04_2_1#sitting|sitting|sitting
F04_2_1#six|six|six
F04_2_1#slay|slay|slay
F04_2_1#slicker|slicker|slicker
F04_2_1#snoop|snoop|snoop
F04_2_1#spain|spain|spain
F04_2_1#spark|spark|spark
F04_2_1#spit|spit|spit
F04_2_1#sprinkle|sprinkle|sprinkle
F04_2_1#start|start|start
F04_2_1#students_watched_as_he_got_out|students watched as he got out|students watched as he got out
F04_2_1#suit|suit|suit
F04_2_1#swing_your_arm_as_high_as_you_can|swing your arm as high as you can|swing your arm as high as you can
F04_2_1#take|take|take
F04_2_1#tell|tell|tell
F04_2_1#their_house_is_grey_and_white|their house is grey and white|their house is grey and white
F04_2_1#there_is_a_treehouse_up_above|there is a treehouse up above|there is a treehouse up above
F04_2_1#they_carried_me_off_on_the_stretcher|they carried me off on the stretcher|they carried me off on the stretcher
F04_2_1#the_books_are_very_expensive|the books are very expensive|the books are very expensive
F04_2_1#the_box_contained_three_sweaters|the box contained three sweaters|the box contained three sweaters
F04_2_1#the_dolphins_swam_around_our_boat|the dolphins swam around our boat|the dolphins swam around our boat
F04_2_1#the_hotel_owner_shrugged|the hotel owner shrugged|the hotel owner shrugged
F04_2_1#the_humidity_is_overwhelming_there|the humidity is overwhelming there|the humidity is overwhelming there
F04_2_1#the_job_provides_many_benefits|the job provides many benefits|the job provides many benefits
F04_2_1#the_little_schoolhouse_stood_empty|the little schoolhouse stood empty|the little schoolhouse stood empty
F04_2_1#the_misguided_souls_have_lost_their_way|the misguided souls have lost their way|the misguided souls have lost their way
F04_2_1#the_museum_hires_musicians_every_evening|the museum hires musicians every evening|the museum hires musicians every evening
F04_2_1#the_owners_regularly_look_for_plumbing_leaks|the owners regularly look for plumbing leaks|the owners regularly look for plumbing leaks
F04_2_1#the_pair_of_shoes_was_new|the pair of shoes was new|the pair of shoes was new
F04_2_1#the_prospect_of_cutting_back_spending_is_an_unpleasant_one_for_any_governor|the prospect of cutting back spending is an unpleasant one for any governor|the prospect of cutting back spending is an unpleasant one for any governor
F04_2_1#this_is_a_period_of_transition_for_me|this is a period of transition for me|this is a period of transition for me
F04_2_1#this_is_not_a_program_of_socialized_medicine|this is not a program of socialized medicine|this is not a program of socialized medicine
F04_2_1#this_was_easy_for_us_|this was easy for us |this was easy for us 
F04_2_1#thorn|thorn|thorn
F04_2_1#though|though|though
F04_2_1#thought|thought|thought
F04_2_1#ticker|ticker|ticker
F04_2_1#tie|tie|tie
F04_2_1#tin|tin|tin
F04_2_1#top|top|top
F04_2_1#two|two|two
F04_2_1#uniform|uniform|uniform
F04_2_1#urgent|urgent|urgent
F04_2_1#vat|vat|vat
F04_2_1#victor|victor|victor
F04_2_1#we_gathered_shells_on_the_beach|we gathered shells on the beach|we gathered shells on the beach
F04_2_1#we_have_an_excellent_team|we have an excellent team|we have an excellent team
F04_2_1#we_rode_horseback_to_the_farm|we rode horseback to the farm|we rode horseback to the farm
F04_2_1#when_all_else_fails_use_force|when all else fails use force|when all else fails use force
F04_2_1#wicked|wicked|wicked
F04_2_1#will_robin_wear_a_yellow_lily_|will robin wear a yellow lily |will robin wear a yellow lily 
F04_2_1#witch|witch|witch
F04_2_1#witty|witty|witty
F04_2_1#write|write|write
F04_2_1#written|written|written
F04_2_1#xray|xray|xray
F04_2_1#xxx|xxx|xxx
F04_2_1#yes|yes|yes
F04_2_1#zero|zero|zero
F04_2_1#zip|zip|zip
F04_2_10#shear|shear|shear
F04_2_2#and|and|and
F04_2_2#at|at|at
F04_2_2#boot|boot|boot
F04_2_2#fat|fat|fat
F04_2_2#fear|fear|fear
F04_2_2#him|him|him
F04_2_2#kilo|kilo|kilo
F04_2_2#knot|knot|knot
F04_2_2#leak|leak|leak
F04_2_2#no|no|no
F04_2_2#pit|pit|pit
F04_2_2#sell|sell|sell
F04_2_2#side|side|side
F04_2_2#sigh|sigh|sigh
F04_2_2#sin|sin|sin
F04_2_2#this_is_not_a_program_of_socialized_medicine|this is not a program of socialized medicine|this is not a program of socialized medicine
F04_2_2#thorn|thorn|thorn
F04_2_2#though|though|though
F04_2_2#tie|tie|tie
F04_2_2#witch|witch|witch
F04_2_2#write|write|write
F04_2_2#xxx|xxx|xxx
F04_2_2#yes|yes|yes
F04_2_3#fat|fat|fat
F04_2_3#him|him|him
F04_2_3#leak|leak|leak
F04_2_3#sigh|sigh|sigh
F04_2_3#witch|witch|witch
F04_2_3#xxx|xxx|xxx
F04_2_4#him|him|him
F04_2_4#sigh|sigh|sigh
F04_2_4#xxx|xxx|xxx
F04_2_5#sigh|sigh|sigh
